["1882191-5","Linnan Leipomo Oy","Leivän valmistus; tuoreiden leivonnaisten ja kakkujen valmistus","Hattelmalantie 37-39 as. 7","13100","HÄMEENLINNA","Hattelmalantie 37-39 as. 7","13100","HÄMEENLINNA","Matkapuhelin","0400608318"] 
["1882191-5","Linnan Leipomo Oy","Leivän valmistus; tuoreiden leivonnaisten ja kakkujen valmistus","Hattelmalantie 37-39 as. 7","13100","HÄMEENLINNA","Hattelmalantie 37-39 as. 7","13100","HÄMEENLINNA","Matkapuhelin","0400608318"] 
["0855059-2","MP-Maustepalvelu Oy","Mausteiden ja maustekastikkeiden valmistus","PL 56","13100","HÄMEENLINNA","LUUKKAANKATU 6-8","13100","HÄMEENLINNA"] 
["0146887-9","Hämeenlinnan Osuusmeijeri","Maitotaloustuotteiden ja juuston valmistus","PL 148","13101","HÄMEENLINNA","Meijerikatu 4","13100","HÄMEENLINNA"] 
["2181975-2","Kulttuuriosuuskunta Kide","Muualla luokittelematon tekstiilituotteiden valmistus","Karhuntie 10 D 26","13600","HÄMEENLINNA","Palokunnankatu 9","13100","HÄMEENLINNA","Matkapuhelin","0443510514","Kotisivun www-osoite","www.osuuskuntakide.fi"] 
["0916093-2","Wetterhoff Oy","Sisustustekstiilien valmistus","PL 115","13101","HÄMEENLINNA","WETTERHOFFINKATU 4","13100","HÄMEENLINNA","Kotisivun www-osoite","www.wetterhoff.fi"] 
["2630547-8","AK Roll Service Oy","Muiden metallituotteiden valmistus","Palokunnankatu 6 A 1","13100","HÄMEENLINNA","Palokunnankatu 6 A 1","13100","HÄMEENLINNA"] 
["2221637-1","Peerek Deran Oy","Metallirakenteiden ja niiden osien valmistus","Lepolantie 16 B","00660","HELSINKI","Lepolantie 16 B","00660","HELSINKI","Puhelin","0400787484","Matkapuhelin","0400787484"] 
["2665623-5","TH Innovations Oy","Mittaus-, testaus- ja navigointivälineiden ja -laitteiden valmistus","Hilpi Kummilan Tie 16 A 18","13200","HÄMEENLINNA","Hilpi Kummilan Tie 16 A 18","13200","HÄMEENLINNA","Matkapuhelin","+358503256969","Kotisivun www-osoite","www.caddieye.com"] 
["2431702-9","Takain Oy","Tietokoneiden ja niiden oheislaitteiden valmistus","Visamäentie 33","13100","HÄMEENLINNA","",null,null,"Puhelin","0504801435","Matkapuhelin","0504801435","Kotisivun www-osoite","www.takain.fi"] 
["0895346-3","Spira Oy Hengityshoitokeskus","Säteilylaitteiden sekä elektronisten lääkintä- ja terapialaitteiden valmistus","Birger Jaarlin katu 4 B","13100","HÄMEENLINNA","BIRGER JAARLIN KATU 4 B","13100","HÄMEENLINNA"] 
["2655704-2","Hammaslaboratorio Wanajan Hammas Oy","Hammasproteesien, keinohampaiden ym. valmistus","Palokunnankatu 21 A 1","13100","HÄMEENLINNA","Palokunnankatu 21 A 1","13100","HÄMEENLINNA","Matkapuhelin","0445735448"] 
["2581252-3","Erikoishammasteknikko Jouni Heiskanen Oy","Hammasproteesien, keinohampaiden ym. valmistus","Palokunnankatu 21 A 1","13100","HÄMEENLINNA","Nuppolantie 16","13100","HÄMEENLINNA","Puhelin","044 5005110"] 
["2455759-1","Trivitria Oy","Pelien ja leikkikalujen valmistus","Päivärinnankatu 4 as 21","00250","HELSINKI","Päivärinnankatu 4 as 21","00250","HELSINKI","Matkapuhelin","0407762097","Kotisivun www-osoite","www.trivitria.com; www.trivitria.fi"] 
["2423114-5","FinnoSims Oy","Muu muualla luokittelemattomien tuotteiden valmistus","Linnankatu 9","13100","HÄMEENLINNA","Linnankatu 9","13100","HÄMEENLINNA","Matkapuhelin","0405526343","Kotisivun www-osoite","www.finnosims.fi"] 
["2243963-9","Kaarnalaiva Oy","Luutien ja harjojen valmistus","Kalliokuja 7","13100","HÄMEENLINNA","Kaurialankatu 20","13100","HÄMEENLINNA","Matkapuhelin","040-5218155"] 
["1522810-4","Kultasepät Narsakka Oy","Jalokivikorujen ja muiden kultasepäntuotteiden valmistus","PAROISTENTIE 2","13600","HÄMEENLINNA","Saaristenkatu 6","13100","HÄMEENLINNA","Puhelin","010 2390490","Matkapuhelin","050 5950026","Kotisivun www-osoite","www.narsakka.com"] 
["2240646-6","CMS Car & Marine Service Oy","Laivojen ja veneiden korjaus ja huolto","Kantolankatu 12","13100","HÄMEENLINNA","Kantolankatu 12","13100","HÄMEENLINNA","Matkapuhelin","040 5441913"] 
["1494918-8","MTH-Asennus Oy","Muiden erikoiskoneiden korjaus ja huolto","Myllärinkatu 9","13110","HÄMEENLINNA","Sähkönkuja 3 B","13720","PAROLA"] 
["2736069-8","Lahti Diner Oy","Ravintolat","Kasarmikatu 21","13100","HÄMEENLINNA","Kasarmikatu 21","13100","HÄMEENLINNA","Puhelin","0453264401","Matkapuhelin","0453264401","Kotisivun www-osoite","www.fresno.fi"] 
["2729576-9","Tuulin Tornikahvila Oy","Kahvilat ja kahvibaarit","Jaakonkatu 5 A","13100","HÄMEENLINNA","Jaakonkatu 5 A","13100","HÄMEENLINNA","Matkapuhelin","0504911128"] 
["2712870-9","Villa Skumppa Oy","Kahvila-ravintolat","Eteläkatu 11 as. 2","13100","HÄMEENLINNA","Eteläkatu 11 as. 2","13100","HÄMEENLINNA","Matkapuhelin","044-5450986"] 
["2709837-8","Resta Häme Oy","Ravintolat","Raatihuoneenkatu 13","13100","HÄMEENLINNA","Raatihuoneenkatu 13","13100","HÄMEENLINNA","Matkapuhelin","0453264401","Kotisivun www-osoite","www.ravintolahameenlinna.fi"] 
["2693628-8","Wokki Corner Food Oy","Ravintolat","Kaivokatu 7","13100","HÄMEENLINNA","Eureninkatu 3 B 8","13130","HÄMEENLINNA"] 
["2680735-5","Laxmi Mata Oy","Ravintolat","Kaivokatu 7","13100","HÄMEENLINNA","Merkuriuksenkatu 7 as. 49","11130","RIIHIMÄKI","Matkapuhelin","0440805858","Kotisivun www-osoite","www.himalayakitchen.fi"] 
["2615966-9","Reiconte Oy","Ravintolat","Fredrikinkatu 51-53 A","00100","HELSINKI","Fredrikinkatu 51-53 A","00100","HELSINKI","Kotisivun www-osoite","www.cty.fi"] 
["2587020-5","UP Ravintolat Oy","Olut- ja drinkkibaarit","Raatihuoneenkatu 27","13100","HÄMEENLINNA","Vuorikatu 13 as. 5","13100","HÄMEENLINNA","Matkapuhelin","0407076300","Kotisivun www-osoite","www.uupee.fi"] 
["2563859-6","Sweet & Salty Catering Oy","Pitopalvelu","Sibeliuksenkatu 13","13100","HÄMEENLINNA","Sibeliuksenkatu 13","13100","HÄMEENLINNA","Puhelin","0400929486"] 
["2520369-9","Sibben Ravintolat Oy","Ravintolat","Sibeliuksenkatu 5","13100","HÄMEENLINNA","Paavo Cajanderin katu 6 as. 9","13200","HÄMEENLINNA","Puhelin","0405595356"] 
["2516652-5","Kahvila-Ravintola Renki Oy","Kahvila-ravintolat","Harvialantie 9","14200","TURENKI","Harvialantie 9","14200","TURENKI","Puhelin","03 41023043","Matkapuhelin","040 9525957","Kotisivun www-osoite","www.facebook.com/renkikahvila"] 
["2512943-3","Perheravintola Linden Oy","Kahvila-ravintolat","Parantolankatu 32 B 19","05800","HYVINKÄÄ","Parantolankatu 32 B 19","05800","HYVINKÄÄ"] 
